Tipo	Contrato	 RENTA PORTAL 	Fecha
Renovacion	713353099	 375.00 	20/05/20
Renovacion	713351391	 517.24 	04/05/20
Renovacion	713241811	 280.17 	31/05/20
Renovacion	713233310	 280.17 	20/05/20
Renovacion	713231855	 280.17 	21/05/20
Renovacion	713198164	 193.96 	14/05/20
Renovacion	713192062	 375.00 	04/05/20
Renovacion	713190533	 228.45 	05/05/20
Renovacion	713183170	 258.62 	09/05/20
Renovacion	713122684	 375.00 	01/05/20
Renovacion	712988502	 461.21 	08/05/20
Renovacion	712987695	 461.21 	08/05/20
Renovacion	712980616	 375.00 	10/05/20
Renovacion	712951755	 375.00 	30/05/20
Renovacion	712947746	 375.00 	31/05/20
Renovacion	712947194	 461.21 	07/05/20
Renovacion	712912144	 280.17 	22/05/20
Renovacion	712912122	 280.17 	14/05/20
Renovacion	712910786	 172.41 	23/05/20
Renovacion	712887086	 280.17 	06/05/20
Renovacion	712886157	 461.21 	12/05/20
Renovacion	712882305	 375.00 	05/05/20
Renovacion	712877943	 280.17 	31/05/20
Renovacion	712807747	 461.21 	28/05/20
Renovacion	712805459	 280.17 	15/05/20
Renovacion	712740468	 280.17 	13/05/20
Renovacion	712728023	 280.17 	04/05/20
Renovacion	712725592	 280.17 	13/05/20
Renovacion	712725017	 375.00 	12/05/20
Renovacion	712602817	 258.62 	28/05/20
Renovacion	712599145	 547.41 	28/05/20
Renovacion	712595405	 375.00 	02/05/20
Renovacion	712480024	 228.45 	08/05/20
Renovacion	712479483	 375.00 	22/05/20
Renovacion	712475286	 280.17 	30/05/20
Renovacion	712474867	 280.17 	12/05/20
Renovacion	712469850	 375.00 	24/05/20
Renovacion	712445604	 280.17 	16/05/20
Renovacion	712445065	 375.00 	04/05/20
Renovacion	712400238	 375.00 	12/05/20
Renovacion	712283017	 375.00 	31/05/20
Renovacion	712280111	 280.17 	06/05/20
Renovacion	712272173	 280.17 	08/05/20
Renovacion	712268427	 375.00 	03/05/20
Renovacion	712264389	 258.62 	24/05/20
Renovacion	712253256	 280.17 	27/05/20
Renovacion	712247011	 228.45 	12/05/20
Renovacion	712245907	 193.96 	19/05/20
Renovacion	712244845	 375.00 	28/05/20
Renovacion	712243961	 375.00 	25/05/20
Renovacion	712243878	 461.21 	11/05/20
Renovacion	712237164	 375.00 	03/05/20
Renovacion	712161231	 193.96 	30/05/20
Renovacion	712160957	 280.17 	30/05/20
Renovacion	712107596	 375.00 	10/05/20
Renovacion	712105446	 280.17 	10/05/20
Renovacion	712102687	 375.00 	10/05/20
Renovacion	712101512	 461.21 	23/05/20
Renovacion	712031143	 280.17 	15/05/20
Renovacion	712026735	 375.00 	26/05/20
Renovacion	712024459	 375.00 	31/05/20
Renovacion	712024289	 280.17 	30/05/20
Renovacion	712023075	 800.00 	23/05/20
Renovacion	712018529	 375.00 	30/05/20
Renovacion	711928793	 461.21 	11/05/20
Renovacion	711926867	 375.00 	12/05/20
Renovacion	711925213	 375.00 	28/05/20
Renovacion	711918147	 344.82 	24/05/20
Renovacion	711857566	 280.17 	23/05/20
Renovacion	711854490	 461.21 	20/05/20
Renovacion	711849837	 280.17 	22/05/20
Renovacion	711767460	 280.17 	28/05/20
Renovacion	711767150	 280.17 	24/05/20
Renovacion	711766997	 280.17 	22/05/20
Renovacion	711766951	 280.17 	29/05/20
Renovacion	711765610	 461.21 	01/05/20
Renovacion	711765208	 280.17 	16/05/20
Renovacion	711762037	 280.17 	05/05/20
Renovacion	711755886	 193.96 	23/05/20
Renovacion	711755050	 280.17 	13/05/20
Renovacion	711755037	 280.17 	21/05/20
Renovacion	711633710	 193.96 	27/05/20
Renovacion	711624039	 228.45 	31/05/20
Renovacion	711615893	 375.00 	08/05/20
Renovacion	711614164	 375.00 	23/05/20
Renovacion	711527480	 375.00 	16/05/20
Renovacion	711331809	 193.96 	21/05/20
Renovacion	711326916	 280.17 	27/05/20
Renovacion	711199179	 375.00 	28/05/20
Renovacion	711195923	 547.41 	27/05/20
Renovacion	711189058	 375.00 	11/05/20
Renovacion	711098898	 280.17 	22/05/20
Renovacion	711097165	 375.00 	26/05/20
Renovacion	711096023	 280.17 	01/05/20
Renovacion	711093920	 193.96 	17/05/20
Renovacion	711089567	 375.00 	31/05/20
Renovacion	711087047	 375.00 	23/05/20
Renovacion	711084716	 280.17 	14/05/20
Renovacion	711084694	 375.00 	19/05/20
Renovacion	710961274	 280.17 	07/05/20
Renovacion	710956308	 -   	17/05/20
Renovacion	710950288	 280.17 	19/05/20
Renovacion	710854603	 280.17 	25/05/20
Renovacion	710850067	 375.00 	16/05/20
Renovacion	710734173	 375.00 	11/05/20
Renovacion	710733724	 375.00 	23/05/20
Renovacion	710733574	 228.45 	28/05/20
Renovacion	710733006	 375.00 	16/05/20
Renovacion	710732529	 280.17 	16/05/20
Renovacion	710732059	 375.00 	10/05/20
Renovacion	710728366	 344.82 	23/05/20
Renovacion	710726364	 344.82 	20/05/20
Renovacion	710650583	 375.00 	12/05/20
Renovacion	710650444	 375.00 	25/05/20
Renovacion	710647620	 375.00 	22/05/20
Renovacion	710646158	 228.45 	20/05/20
Renovacion	710645382	 280.17 	20/05/20
Renovacion	710644796	 375.00 	22/05/20
Renovacion	710638748	 280.17 	30/05/20
Renovacion	710635400	 280.17 	24/05/20
Renovacion	710523619	 193.96 	18/05/20
Renovacion	710523353	 461.21 	30/05/20
Renovacion	710518646	 461.21 	20/05/20
Renovacion	710514453	 280.17 	08/05/20
Renovacion	710412306	 193.96 	08/05/20
Renovacion	710297091	 280.17 	28/05/20
Renovacion	710286124	 280.17 	29/05/20
Renovacion	710016565	 228.45 	29/05/20
Renovacion	709997333	 280.17 	30/05/20
Renovacion	709891055	 280.17 	08/05/20
Renovacion	709778639	 280.17 	16/05/20
Renovacion	709776675	 280.17 	07/05/20
Renovacion	709773931	 228.45 	21/05/20
Renovacion	709600131	 280.17 	30/05/20
Renovacion	709599406	 547.41 	28/05/20
Renovacion	709594577	 461.21 	13/05/20
Renovacion	709587698	 280.17 	06/05/20
Renovacion	709583205	 375.00 	02/05/20
Renovacion	709481357	 375.00 	01/05/20
Renovacion	709467203	 280.17 	13/05/20
Renovacion	709240832	 228.45 	31/05/20
Renovacion	709229295	 280.17 	17/05/20
Renovacion	709227666	 280.17 	13/05/20
Renovacion	709145794	 228.45 	06/05/20
Renovacion	709145641	 193.96 	01/05/20
